Customer ID,InvoiceDate,Recency,Purchase_Frequency,Monetary_Value,R_Score,F_Score,M_Score,RFM_Score,Segment
15514,27-11-2011 14:40,12,18,6392.06,5,5,5,555,At Risk
15515,17-11-2010 13:39,387,1,171.81,2,1,1,211,Lost Customers
15516,26-10-2011 10:51,45,3,62.43,4,3,1,431,At Risk
15517,20-04-2011 14:02,233,1,267.03,2,1,1,211,Lost Customers
15518,06-10-2011 13:05,64,15,4189.99,3,5,5,355,At Risk
15519,21-11-2010 14:35,383,2,344.61,2,2,2,222,Lost Customers
15520,08-12-2011 10:58,2,1,343.5,5,1,2,512,Lost Customers
15521,30-10-2011 13:42,40,16,7098.24,4,5,5,455,At Risk
15522,07-11-2011 11:26,33,2,397.99,4,2,2,422,Lost Customers
15523,16-09-2011 16:29,84,16,17259.19,3,5,5,355,At Risk
15524,15-11-2011 12:09,25,2,591.4,4,2,2,422,Lost Customers
15525,07-12-2011 14:43,2,4,890.22,5,3,3,533,At Risk
15526,06-11-2011 15:04,33,2,148.44,4,2,1,421,Lost Customers
15527,21-11-2011 12:17,19,23,5554.89,5,5,5,555,At Risk
15528,30-03-2011 16:14,254,1,229.33,2,1,1,211,Lost Customers
15529,17-11-2011 11:29,23,12,4783.66,4,5,5,455,At Risk
15530,18-11-2011 12:25,22,5,1808.68,4,4,4,444,At Risk
15531,01-12-2011 18:43,8,2,1972.39,5,2,4,524,Lost Customers
15532,14-11-2011 14:51,25,10,3738.85,4,5,5,455,At Risk
15533,20-11-2011 15:35,19,3,807.57,5,3,3,533,At Risk
15534,14-12-2009 12:48,726,1,162.25,1,1,1,111,Others
15535,19-06-2011 16:02,173,6,1044.37,3,4,3,343,At Risk
15536,26-10-2010 16:31,409,1,259.09,2,1,1,211,Lost Customers
15537,29-06-2011 13:10,163,1,110.92,3,1,1,311,Lost Customers
15538,20-06-2010 10:49,538,6,3358.4,1,4,5,145,Champions
15539,02-12-2011 13:36,7,1,538.46,5,1,2,512,Lost Customers
15540,28-11-2011 13:51,11,2,460.68,5,2,2,522,Lost Customers
15541,17-08-2011 14:58,114,1,85.13,3,1,1,311,Lost Customers
15542,15-07-2010 13:32,512,3,855.71,1,3,3,133,Loyal Customers
15543,24-02-2011 15:26,288,2,242.26,2,2,1,221,Lost Customers
15544,30-11-2011 16:43,9,20,7807.89,5,5,5,555,At Risk
15545,16-10-2011 13:24,54,2,288.97,4,2,2,422,Lost Customers
15546,12-04-2010 11:51,607,2,1079.1,1,2,3,123,Others
15547,02-12-2011 12:52,7,26,10057.05,5,5,5,555,At Risk
15548,23-04-2010 12:20,596,1,158.09,1,1,1,111,Others
15549,23-09-2011 16:22,77,8,2334.16,3,4,4,344,At Risk
15550,05-12-2011 15:38,4,12,2211.05,5,5,4,554,At Risk
15551,03-11-2011 12:37,37,7,1679.81,4,4,4,444,At Risk
15552,06-05-2011 14:47,217,2,252.52,2,2,1,221,Lost Customers
15553,10-10-2011 14:02,60,1,428.93,3,1,2,312,Lost Customers
15554,07-03-2011 09:00,278,1,217.2,2,1,1,211,Lost Customers
15555,27-11-2011 16:19,12,36,11243.91,5,5,5,555,At Risk
15556,15-11-2011 16:08,24,1,279.77,4,1,1,411,Lost Customers
15557,11-11-2011 12:46,29,1,468.91,4,1,2,412,Lost Customers
15558,10-03-2010 15:25,639,1,202.68,1,1,1,111,Others
15559,20-05-2010 14:06,568,1,1109.4,1,1,3,113,Others
15560,07-11-2010 10:15,398,2,153.52,2,2,1,221,Lost Customers
15561,28-11-2011 11:07,12,8,1934.39,5,4,4,544,At Risk
15562,23-12-2010 09:55,352,3,671.43,2,3,3,233,At Risk
15563,17-11-2011 14:50,22,7,2859.46,4,4,4,444,At Risk
15564,02-09-2010 15:52,463,2,70.74,1,2,1,121,Others
15565,20-10-2011 14:33,50,2,173.16,4,2,1,421,Lost Customers
15566,12-11-2010 12:11,393,2,227.87,2,2,1,221,Lost Customers
15567,21-11-2011 10:48,19,1,186.01,5,1,1,511,Lost Customers
15568,07-12-2011 11:27,3,3,758.29,5,3,3,533,At Risk
15569,28-08-2011 10:15,104,10,3583.45,3,5,5,355,At Risk
15570,02-12-2011 14:47,7,25,8736.49,5,5,5,555,At Risk
15571,28-11-2011 10:02,12,14,3892.35,5,5,5,555,At Risk
15572,05-12-2011 10:09,5,10,3965.2,5,5,5,555,At Risk
15573,08-11-2011 11:38,32,5,1188.42,4,4,3,443,At Risk
15574,15-06-2011 12:01,178,6,1101.44,3,4,3,343,At Risk
15575,30-03-2010 12:50,620,1,30.1,1,1,1,111,Others
15576,02-11-2011 12:03,38,1,921.37,4,1,3,413,Lost Customers
15577,11-07-2011 17:03,151,5,396.03,3,4,2,342,At Risk
15578,30-06-2011 13:03,162,1,127.1,3,1,1,311,Lost Customers
15579,02-10-2011 12:45,69,5,1250.63,3,4,4,344,At Risk
15580,28-11-2010 11:00,377,8,1375.39,2,4,4,244,At Risk
15581,11-08-2011 09:38,121,38,7480.4,3,5,5,355,At Risk
15582,15-11-2011 09:55,25,3,682.91,4,3,3,433,At Risk
15583,28-11-2010 15:04,376,1,95.96,2,1,1,211,Lost Customers
15584,16-11-2011 10:55,24,6,1268.2,4,4,4,444,At Risk
15585,16-06-2011 08:38,177,1,455.3,3,1,2,312,Lost Customers
15586,26-04-2010 11:00,593,3,1139.1,1,3,3,133,Loyal Customers
15587,20-10-2011 13:37,50,7,1522.08,4,4,4,444,At Risk
15588,31-01-2010 12:19,678,1,579.6,1,1,2,112,Others
15589,29-03-2011 09:54,256,3,478.53,2,3,2,232,At Risk
15590,22-11-2010 14:49,382,5,1496.6,2,4,4,244,At Risk
15591,06-05-2010 09:23,583,3,217.9,1,3,1,131,Others
15592,24-10-2011 08:59,47,1,388.58,4,1,2,412,Lost Customers
15593,30-09-2011 11:46,71,1,199.8,3,1,1,311,Lost Customers
15594,24-11-2011 08:53,16,5,1771.78,5,4,4,544,At Risk
15595,09-08-2010 12:27,488,1,357.6,1,1,2,112,Others
15596,31-08-2011 10:55,101,9,2727.72,3,5,4,354,At Risk
15597,04-11-2011 13:26,35,2,563.37,4,2,2,422,Lost Customers
15598,17-10-2011 16:04,53,2,548.02,4,2,2,422,Lost Customers
15599,13-11-2011 11:44,27,3,1250.06,4,3,4,434,At Risk
15600,07-10-2010 14:30,428,4,1199.31,1,3,3,133,Loyal Customers
15601,28-11-2011 15:15,11,30,14191.74,5,5,5,555,At Risk
15602,01-12-2011 14:14,8,16,3137.96,5,5,5,555,At Risk
15603,22-09-2011 10:04,79,2,88.48,3,2,1,321,Lost Customers
15604,18-10-2011 14:47,52,1,216.39,4,1,1,411,Lost Customers
15605,03-11-2011 14:17,36,9,1741.95,4,5,4,454,At Risk
15606,09-10-2011 15:47,61,17,5230.99,3,5,5,355,At Risk
15607,07-01-2011 12:44,337,9,1708.97,2,5,4,254,At Risk
15608,11-11-2011 13:20,28,5,1785.98,4,4,4,444,At Risk
15609,08-06-2011 13:00,184,1,298.48,3,1,2,312,Lost Customers
15610,19-10-2011 10:36,52,1,112.46,4,1,1,411,Lost Customers
15611,30-11-2011 12:36,10,26,2997.28,5,5,5,555,At Risk
15612,03-11-2011 14:52,36,2,195.15,4,2,1,421,Lost Customers
15613,08-04-2010 12:51,610,1,433.72,1,1,2,112,Others
15614,28-09-2010 10:46,438,4,3147.36,1,3,5,135,Loyal Customers
15615,29-11-2011 14:42,10,47,21373.97,5,5,5,555,At Risk
15616,27-09-2010 13:10,438,1,317.11,1,1,2,112,Others
15617,08-11-2010 16:07,396,3,828.55,2,3,3,233,At Risk
15618,07-11-2011 08:34,33,4,776.851,4,3,3,433,At Risk
15619,29-11-2011 08:14,11,1,336.4,5,1,2,512,Lost Customers
15620,14-10-2011 12:41,57,4,1942.36,4,3,4,434,At Risk
15621,05-12-2011 14:01,4,4,1293.03,5,3,4,534,At Risk
15622,27-10-2011 16:44,43,17,7852.61,4,5,5,455,At Risk
15623,21-07-2011 17:26,141,8,2437.05,3,4,4,344,At Risk
15624,15-08-2011 11:38,117,4,588.13,3,3,2,332,At Risk
15625,28-08-2011 10:21,104,9,3236.4,3,5,5,355,At Risk
15626,26-09-2011 10:03,75,3,1067.52,3,3,3,333,At Risk
15627,08-09-2010 14:14,457,2,566.9,1,2,2,122,Others
15628,05-12-2011 10:24,5,17,5333.08,5,5,5,555,At Risk
15629,15-09-2010 13:46,450,4,2240.9,1,3,4,134,Loyal Customers
15630,25-10-2011 15:36,45,3,1481.4,4,3,4,434,At Risk
15631,07-03-2010 14:52,642,1,596.67,1,1,2,112,Others
15632,24-11-2011 09:51,16,8,3285.31,5,4,5,545,At Risk
15633,18-07-2010 13:54,509,13,4335.96,1,5,5,155,Champions
15634,22-11-2011 16:28,17,2,554.65,5,2,2,522,Lost Customers
15635,09-11-2010 08:58,396,1,100.35,2,1,1,211,Lost Customers
15636,11-09-2011 11:17,90,4,1444.58,3,3,4,334,At Risk
15637,18-10-2011 08:28,53,5,797.59,4,4,3,443,At Risk
15638,26-11-2010 11:52,379,6,2265.2,2,4,4,244,At Risk
15639,28-07-2011 14:30,134,3,1065.08,3,3,3,333,At Risk
15640,05-12-2011 14:35,4,29,23494.31,5,5,5,555,At Risk
15641,26-08-2011 14:04,105,12,5345.55,3,5,5,355,At Risk
15642,10-12-2009 11:51,730,1,105.78,1,1,1,111,Others
15643,01-06-2011 07:38,192,3,664,2,3,3,233,At Risk
15644,26-06-2011 14:54,166,4,803.54,3,3,3,333,At Risk
15645,21-11-2011 11:55,19,3,1055.17,5,3,3,533,At Risk
15646,05-07-2011 09:53,158,5,784.81,3,4,3,343,At Risk
15647,20-10-2010 15:09,415,1,169,1,1,1,111,Others
15648,19-05-2011 15:53,204,2,639.5,2,2,3,223,Lost Customers
15649,07-01-2011 13:34,336,4,1660.35,2,3,4,234,At Risk
15650,06-07-2010 10:41,522,2,553.88,1,2,2,122,Others
15651,03-11-2011 08:41,37,5,1259.06,4,4,4,444,At Risk
15652,09-09-2011 14:22,91,5,1405.94,3,4,4,344,At Risk
15653,08-09-2011 10:49,93,2,877.44,3,2,3,323,Lost Customers
15654,30-11-2011 13:08,9,2,922.53,5,2,3,523,Lost Customers
15655,10-04-2011 15:25,243,1,560.67,2,1,2,212,Lost Customers
15656,25-10-2011 14:56,45,4,748.5,4,3,3,433,At Risk
15657,17-11-2011 12:19,23,1,30,4,1,1,411,Lost Customers
15658,02-06-2011 15:22,190,8,2117.27,2,4,4,244,At Risk
15659,27-10-2011 09:23,44,3,532.49,4,3,2,432,At Risk
15660,14-11-2011 16:58,25,15,2603.69,4,5,4,454,At Risk
15661,26-01-2011 13:56,317,8,1215.95,2,4,3,243,At Risk
15662,16-02-2010 16:47,661,2,283.73,1,2,1,121,Others
15663,25-08-2011 15:50,106,1,138.14,3,1,1,311,Lost Customers
15664,20-10-2011 10:57,51,4,1254.03,4,3,4,434,At Risk
15665,24-06-2011 14:57,168,5,3987.07,3,4,5,345,At Risk
15666,24-08-2010 16:14,472,2,632.94,1,2,3,123,Others
15667,31-10-2011 10:56,40,1,301.32,4,1,2,412,Lost Customers
15668,06-05-2011 10:39,218,1,76.32,2,1,1,211,Lost Customers
15669,30-10-2011 16:03,40,4,684.34,4,3,3,433,At Risk
15670,16-02-2011 10:50,297,2,325.2,2,2,2,222,Lost Customers
15671,21-11-2011 12:43,19,7,2657.13,5,4,4,544,At Risk
15672,14-12-2009 16:52,725,1,45.3,1,1,1,111,Others
15673,12-09-2011 16:12,88,9,6204.32,3,5,5,355,At Risk
15674,27-09-2011 15:17,73,13,6948.23,3,5,5,355,At Risk
15675,19-09-2011 13:48,81,4,542.04,3,3,2,332,At Risk
15676,21-11-2011 12:40,19,3,3435.76,5,3,5,535,At Risk
15677,21-10-2011 15:36,49,3,1305.63,4,3,4,434,At Risk
15678,18-10-2011 09:25,53,3,1825.94,4,3,4,434,At Risk
15679,15-11-2011 16:19,24,4,781.28,4,3,3,433,At Risk
15680,30-11-2011 13:46,9,10,4028.69,5,5,5,555,At Risk
15681,14-11-2011 16:30,25,14,2989.7,4,5,5,455,At Risk
15682,19-04-2010 15:30,599,2,318.24,1,2,2,122,Others
15683,14-08-2011 12:56,117,2,524.54,3,2,2,322,Lost Customers
15684,10-06-2010 18:51,547,3,173.95,1,3,1,131,Others
15685,15-09-2010 13:43,450,1,55.98,1,1,1,111,Others
15686,15-10-2010 13:50,420,1,90,1,1,1,111,Others
15687,01-12-2011 08:33,9,9,2993.1,5,5,5,555,At Risk
15688,17-10-2010 12:06,419,1,190.57,1,1,1,111,Others
15689,12-08-2011 09:37,120,3,521.03,3,3,2,332,At Risk
15690,05-12-2011 15:59,4,2,239.76,5,2,1,521,Lost Customers
15691,01-04-2011 15:13,252,4,571.3,2,3,2,232,At Risk
15692,11-11-2011 14:12,28,1,191.04,4,1,1,411,Lost Customers
15693,18-02-2010 14:37,659,1,37.5,1,1,1,111,Others
15694,09-12-2011 09:44,1,24,9978.48,5,5,5,555,At Risk
15695,18-03-2011 08:32,267,4,1131.04,2,3,3,233,At Risk
15696,06-11-2011 14:02,33,13,3881.22,4,5,5,455,At Risk
15697,19-01-2010 09:10,690,1,246.75,1,1,1,111,Others
15698,25-03-2010 17:38,624,1,46.2,1,1,1,111,Others
15699,22-11-2011 08:26,18,1,309.65,5,1,2,512,Lost Customers
15700,20-06-2011 16:53,172,2,696.68,3,2,3,323,Lost Customers
15701,07-12-2011 14:39,2,4,1529,5,3,4,534,At Risk
15702,20-08-2010 14:50,476,2,140.39,1,2,1,121,Others
15703,20-03-2011 10:51,265,1,211.5,2,1,1,211,Lost Customers
15704,22-07-2011 13:35,140,6,3734.66,3,4,5,345,At Risk
15705,22-05-2011 15:37,201,1,143.1,2,1,1,211,Lost Customers
15706,07-10-2011 10:09,64,4,1060.56,3,3,3,333,At Risk
15707,04-11-2011 14:35,35,4,916.98,4,3,3,433,At Risk
15708,30-10-2011 10:54,41,9,3887.15,4,5,5,455,At Risk
15709,01-03-2011 10:38,284,2,327.85,2,2,2,222,Lost Customers
15710,18-10-2010 17:05,417,1,898.87,1,1,3,113,Others
15711,01-06-2010 12:14,557,2,420.25,1,2,2,122,Others
15712,30-11-2011 14:09,9,12,3472.41,5,5,5,555,At Risk
15713,19-07-2011 13:34,143,4,839.64,3,3,3,333,At Risk
15714,28-11-2011 11:26,12,5,783.96,5,4,3,543,At Risk
15715,02-06-2010 09:56,556,5,658.02,1,4,3,143,Loyal Customers
15716,17-07-2011 11:59,146,11,2485.26,3,5,4,354,At Risk
15717,19-04-2011 13:21,234,5,607,2,4,2,242,At Risk
15718,17-06-2010 16:20,540,1,293.79,1,1,2,112,Others
15719,07-11-2011 12:29,33,31,10195.97,4,5,5,455,At Risk
15720,15-11-2011 14:48,24,2,739.22,4,2,3,423,Lost Customers
15721,28-11-2011 12:14,12,1,471.4,5,1,2,512,Lost Customers
15722,04-11-2011 11:43,36,11,5234,4,5,5,455,At Risk
15723,10-12-2010 11:12,365,4,930.7,2,3,3,233,At Risk
15724,22-05-2011 14:40,201,3,310.85,2,3,2,232,At Risk
15725,24-11-2011 14:51,15,1,415.25,5,1,2,512,Lost Customers
15726,14-11-2010 16:12,390,1,321.91,2,1,2,212,Lost Customers
15727,23-11-2011 12:36,17,15,9371.71,5,5,5,555,At Risk
15728,25-11-2010 10:39,380,2,544.6,2,2,2,222,Lost Customers
15729,11-05-2011 12:36,213,3,192.55,2,3,1,231,At Risk
15730,05-10-2011 12:31,66,5,1726.58,3,4,4,344,At Risk
15731,04-06-2010 10:10,554,1,125.3,1,1,1,111,Others
15732,11-05-2011 14:24,212,10,1543.97,2,5,4,254,At Risk
15733,02-03-2011 09:05,283,1,162.3,2,1,1,211,Lost Customers
15734,17-08-2011 10:50,115,4,2263.3,3,3,4,334,At Risk
15735,14-10-2010 13:38,421,1,327.68,1,1,2,112,Others
15736,30-09-2010 14:20,435,2,1767.12,1,2,4,124,Others
15737,25-11-2011 11:21,15,8,1188.12,5,4,3,543,At Risk
15738,21-11-2011 08:26,19,41,13043.32,5,5,5,555,At Risk
15739,04-10-2011 13:42,66,1,449.12,3,1,2,312,Lost Customers
15740,21-10-2011 14:29,49,1,154.88,4,1,1,411,Lost Customers
15741,07-09-2010 16:21,458,2,208.62,1,2,1,121,Others
15742,30-03-2010 15:25,619,1,156.87,1,1,1,111,Others
15743,23-11-2011 17:19,16,4,775.96,5,3,3,533,At Risk
15744,23-09-2011 09:52,78,1,34.8,3,1,1,311,Lost Customers
15745,20-11-2011 13:45,19,4,1094.59,5,3,3,533,At Risk
15746,28-07-2011 15:21,134,1,196.88,3,1,1,311,Lost Customers
15747,27-11-2011 12:26,13,9,2499.81,5,5,4,554,At Risk
15748,30-10-2011 12:51,40,3,609.81,4,3,3,433,At Risk
15749,18-04-2011 13:20,235,3,44534.3,2,3,5,235,At Risk
15750,07-12-2011 12:34,3,18,6452.991,5,5,5,555,At Risk
15751,05-09-2010 12:44,461,11,1380.44,1,5,4,154,Champions
15752,31-10-2011 11:37,40,9,3924.91,4,5,5,455,At Risk
15753,08-02-2011 12:41,305,1,79.2,2,1,1,211,Lost Customers
15754,19-10-2011 14:40,51,9,3037.61,4,5,5,455,At Risk
15755,29-11-2011 14:57,10,17,5993.12,5,5,5,555,At Risk
15756,09-10-2011 13:30,61,4,528.01,3,3,2,332,At Risk
15757,05-10-2011 12:14,66,6,2940.36,3,4,5,345,At Risk
15758,15-11-2011 10:48,25,1,205.25,4,1,1,411,Lost Customers
15759,05-05-2011 15:13,218,7,830.93,2,4,3,243,At Risk
15760,19-03-2010 11:45,631,2,13916.34,1,2,5,125,Others
15761,23-09-2010 09:33,443,1,143.05,1,1,1,111,Others
15762,05-10-2011 16:15,65,2,583.75,3,2,2,322,Lost Customers
15763,08-11-2011 09:44,32,2,1086.92,4,2,3,423,Lost Customers
15764,12-09-2011 17:58,88,8,4503.08,3,4,5,345,At Risk
15765,11-02-2010 10:25,667,1,370.63,1,1,2,112,Others
15766,06-10-2011 17:03,64,3,831.06,3,3,3,333,At Risk
15768,16-08-2011 10:48,116,34,15308.89,3,5,5,355,At Risk
15769,02-12-2011 13:52,7,46,88612.52,5,5,5,555,At Risk
15770,06-04-2010 11:47,613,1,321.45,1,1,2,112,Others
15771,14-04-2010 13:56,604,3,1006.54,1,3,3,133,Loyal Customers
15772,17-10-2010 13:33,418,1,280.88,1,1,1,111,Others
15773,04-12-2011 12:48,6,2,774.52,5,2,3,523,Lost Customers
15774,02-10-2011 12:04,69,6,1288.34,3,4,4,344,At Risk
15775,08-04-2011 12:56,245,2,150.5,2,2,1,221,Lost Customers
15776,29-07-2011 13:46,133,1,241.62,3,1,1,311,Lost Customers
15777,12-04-2011 16:43,241,7,1762.61,2,4,4,244,At Risk
15778,04-10-2010 15:10,431,1,307.95,1,1,2,112,Others
15779,02-09-2010 16:40,463,2,124.08,1,2,1,121,Others
15780,09-06-2011 12:01,184,3,475.28,3,3,2,332,At Risk
15781,14-11-2011 14:57,25,3,345.46,4,3,2,432,At Risk
15782,30-11-2011 10:49,10,4,4014.1,5,3,5,535,At Risk
15783,29-11-2011 09:50,11,1,246.3,5,1,1,511,Lost Customers
15784,29-08-2010 10:38,468,2,848.33,1,2,3,123,Others
15785,07-11-2011 11:33,33,16,5969.93,4,5,5,455,At Risk
15786,24-10-2011 14:13,46,5,8501.62,4,4,5,445,At Risk
15787,13-11-2011 14:55,26,3,933.26,4,3,3,433,At Risk
15788,19-07-2010 12:48,509,1,221.83,1,1,1,111,Others
15789,16-12-2010 14:35,358,6,1962.01,2,4,4,244,At Risk
15790,29-11-2011 14:53,10,1,218.75,5,1,1,511,Lost Customers
15791,27-10-2011 10:14,44,5,3608.34,4,4,5,445,At Risk
15792,05-11-2010 08:21,400,2,933.84,2,2,3,223,Lost Customers
15793,25-11-2011 09:31,15,8,2399.57,5,4,4,544,At Risk
15794,03-12-2009 13:04,736,2,777,1,2,3,123,Others
15795,13-07-2011 10:43,150,8,1979.87,3,4,4,344,At Risk
15796,08-12-2011 19:55,1,17,5171.63,5,5,5,555,At Risk
15797,18-08-2011 17:04,113,6,2821.08,3,4,4,344,At Risk
15798,04-08-2010 09:13,493,3,1535.37,1,3,4,134,Loyal Customers
15799,25-09-2011 12:46,76,4,1421.34,3,3,4,334,At Risk
15800,24-08-2011 14:23,107,7,1227.07,3,4,4,344,At Risk
15801,24-10-2011 13:52,46,3,1063.95,4,3,3,433,At Risk
15802,20-07-2011 11:38,143,1,451.42,3,1,2,312,Lost Customers
15803,19-10-2011 14:56,51,4,1929.66,4,3,4,434,At Risk
15804,09-12-2011 12:31,1,13,4206.39,5,5,5,555,At Risk
15805,16-11-2011 16:32,23,30,10148.93,4,5,5,455,At Risk
15806,24-10-2011 14:35,46,3,784.58,4,3,3,433,At Risk
15807,20-10-2011 14:10,50,5,1817.52,4,4,4,444,At Risk
15808,06-02-2011 14:33,306,21,17180.25,2,5,5,255,At Risk
15809,03-11-2011 16:40,36,7,1274.44,4,4,4,444,At Risk
15810,22-09-2011 09:38,79,8,2999.04,3,4,5,345,At Risk
15811,17-11-2011 15:31,22,7,3486.15,4,4,5,445,At Risk
15812,24-08-2011 14:19,107,12,5201.47,3,5,5,355,At Risk
15813,16-05-2011 08:13,208,2,1303.91,2,2,4,224,Lost Customers
15814,23-11-2011 08:17,17,6,2634.44,5,4,4,544,At Risk
15815,07-10-2011 12:42,64,5,2100.6,3,4,4,344,At Risk
15816,15-06-2010 13:36,542,2,144.15,1,2,1,121,Others
15817,15-10-2010 11:07,421,3,2766.4,1,3,4,134,Loyal Customers
15818,30-04-2010 12:58,588,1,340.5,1,1,2,112,Others
15819,21-10-2011 14:50,49,10,3934.79,4,5,5,455,At Risk
15820,24-01-2011 12:00,320,1,206.98,2,1,1,211,Lost Customers
15821,26-10-2011 15:48,44,2,570.96,4,2,2,422,Lost Customers
15822,06-12-2011 14:50,3,6,1840.06,5,4,4,544,At Risk
15823,02-12-2010 15:08,372,3,3882.17,2,3,5,235,At Risk
15824,12-09-2010 13:20,453,2,890.94,1,2,3,123,Others
15825,20-06-2011 13:27,172,1,532.94,3,1,2,312,Lost Customers
15826,14-10-2011 16:05,56,4,2598.28,4,3,4,434,At Risk
15827,27-09-2011 15:35,73,28,3603.14,3,5,5,355,At Risk
15828,29-11-2010 16:41,375,1,1108.82,2,1,3,213,Lost Customers
15829,01-09-2011 16:45,99,2,636.14,3,2,3,323,Lost Customers
15830,02-11-2011 10:40,38,1,576,4,1,2,412,Lost Customers
15831,12-10-2011 13:14,58,3,794.64,4,3,3,433,At Risk
15832,30-03-2011 15:29,254,1,836.79,2,1,3,213,Lost Customers
15833,02-12-2009 11:59,738,1,80.4,1,1,1,111,Others
15834,30-09-2011 14:41,70,7,3764.39,3,4,5,345,At Risk
15835,26-10-2011 15:47,44,4,954.09,4,3,3,433,At Risk
15836,20-10-2011 17:13,50,1,137.37,4,1,1,411,Lost Customers
15837,06-10-2011 09:01,65,2,777.01,3,2,3,323,Lost Customers
15838,28-11-2011 14:00,11,34,73205.5,5,5,5,555,At Risk
15839,06-11-2011 13:54,33,3,1048.49,4,3,3,433,At Risk
15840,12-10-2011 09:08,59,2,355.56,4,2,2,422,Lost Customers
15841,28-09-2011 12:15,73,9,2742.41,3,5,4,354,At Risk
15842,11-11-2010 14:08,393,2,548.8,2,2,2,222,Lost Customers
15843,09-02-2011 10:19,304,1,118.95,2,1,1,211,Lost Customers
15844,24-10-2011 15:19,46,1,130.74,4,1,1,411,Lost Customers
15845,22-11-2011 09:42,18,11,4426.28,5,5,5,555,At Risk
15846,19-11-2010 14:40,385,1,107.01,2,1,1,211,Lost Customers
15847,01-11-2011 14:41,38,5,822.57,4,4,3,443,At Risk
15848,28-03-2010 10:54,622,1,137.99,1,1,1,111,Others
15850,20-11-2011 14:14,19,6,1006.75,5,4,3,543,At Risk
15851,01-07-2010 12:34,527,1,109.73,1,1,1,111,Others
15852,06-06-2011 11:22,187,3,257.26,3,3,1,331,At Risk
15853,19-10-2011 10:38,52,1,110.8,4,1,1,411,Lost Customers
15854,05-12-2011 13:39,4,21,5578.28,5,5,5,555,At Risk
15855,26-07-2011 10:20,137,6,1052.72,3,4,3,343,At Risk
15856,05-12-2011 17:09,4,52,32275.95,5,5,5,555,At Risk
15857,21-11-2011 12:18,19,2,570.48,5,2,2,522,Lost Customers
15858,24-11-2011 12:48,16,13,3552.41,5,5,5,555,At Risk
15859,03-10-2010 12:52,432,1,438.46,1,1,2,112,Others
15860,30-10-2011 11:25,41,17,2361.3,4,5,4,454,At Risk
15861,27-11-2011 15:59,12,12,4369.2,5,5,5,555,At Risk
15862,01-12-2011 13:28,8,13,2512.29,5,5,4,554,At Risk
15863,14-11-2011 12:49,26,5,355.1,4,4,2,442,At Risk
15864,17-11-2011 13:32,22,7,2180.76,4,4,4,444,At Risk
15865,30-10-2011 12:43,41,5,2241.42,4,4,4,444,At Risk
15866,30-08-2011 14:09,101,1,211.89,3,1,1,311,Lost Customers
15867,04-12-2011 13:32,5,31,8923.3,5,5,5,555,At Risk
15868,05-05-2010 14:11,583,1,94.53,1,1,1,111,Others
15869,07-03-2011 17:23,277,3,321.11,2,3,2,232,At Risk
15870,07-11-2011 10:58,33,4,857.46,4,3,3,433,At Risk
15871,28-09-2010 14:16,437,1,33.1,1,1,1,111,Others
15872,25-11-2011 11:55,15,4,729.25,5,3,3,533,At Risk
15873,28-07-2010 12:41,500,4,313.92,1,3,2,132,Others
15874,07-10-2011 12:31,64,21,11284.76,3,5,5,355,At Risk
15875,03-03-2010 16:51,646,1,108.52,1,1,1,111,Others
15876,26-10-2010 18:58,409,2,1449.14,2,2,4,224,Lost Customers
15877,08-12-2011 11:53,2,2,490.33,5,2,2,522,Lost Customers
15878,27-05-2010 12:17,562,2,330.77,1,2,2,122,Others
15879,31-10-2010 16:21,404,4,1137.8,2,3,3,233,At Risk
15880,05-12-2010 13:00,369,1,329.03,2,1,2,212,Lost Customers
15881,31-01-2011 16:59,312,5,501.39,2,4,2,242,At Risk
15882,25-05-2011 11:35,199,8,1124.66,2,4,3,243,At Risk
15883,07-12-2011 17:05,2,2,396.48,5,2,2,522,Lost Customers
15884,03-10-2010 15:55,432,2,244.6,1,2,1,121,Others
15885,08-09-2011 10:43,93,15,1951.82,3,5,4,354,At Risk
15886,10-10-2011 14:25,60,4,1052.87,3,3,3,333,At Risk
15887,29-10-2010 08:36,407,3,1027.15,2,3,3,233,At Risk
15888,20-09-2011 12:30,81,3,429.16,3,3,2,332,At Risk
15889,06-07-2011 11:10,157,8,1427.6,3,4,4,344,At Risk
15890,10-11-2010 12:46,395,5,535.65,2,4,2,242,At Risk
15891,27-04-2011 12:35,227,1,511.68,2,1,2,212,Lost Customers
15892,08-02-2010 16:23,669,1,128.2,1,1,1,111,Others
15893,15-08-2010 11:12,482,1,305.28,1,1,2,112,Others
15894,31-03-2011 13:50,253,2,258.25,2,2,1,221,Lost Customers
15895,13-07-2011 10:27,150,1,179.17,3,1,1,311,Lost Customers
15897,29-05-2011 13:50,194,2,208.59,2,2,1,221,Lost Customers
15898,08-12-2011 15:23,1,25,4996.45,5,5,5,555,At Risk
15899,06-12-2010 10:36,369,1,56.25,2,1,1,211,Lost Customers
15900,16-11-2011 12:19,24,4,886.57,4,3,3,433,At Risk
15901,23-11-2011 12:43,17,7,687.72,5,4,3,543,At Risk
15902,24-11-2010 16:57,380,1,145.01,2,1,1,211,Lost Customers
15903,30-11-2011 08:08,10,12,8939.84,5,5,5,555,At Risk
15904,01-12-2011 14:50,8,1,164.68,5,1,1,511,Lost Customers
15905,14-06-2010 16:00,543,1,114.69,1,1,1,111,Others
15906,20-11-2011 12:24,20,10,2530.19,4,5,4,454,At Risk
