Customer ID,Total_Revenue,Purchase_Frequency,CLV_Segment
14239,4263.17,21,Medium Value
14240,1247.49,3,Low Value
14241,333.70000000000005,2,Low Value
14242,280.55,2,Low Value
14243,7217.75,17,High Value
14244,366.41999999999996,1,Low Value
14245,1693.45,2,Low Value
14246,1474.06,3,Low Value
14247,753.56,5,Low Value
14248,1032.95,3,Low Value
14249,5400.461,12,Medium Value
14250,1904.05,3,Low Value
14251,2879.7000000000003,5,Medium Value
14252,350.99,1,Low Value
14253,363.40000000000003,2,Low Value
14254,601.03,1,Low Value
14255,1000.63,1,Low Value
14256,2460.79,5,Medium Value
14257,5954.45,9,High Value
14258,32051.34,25,High Value
14259,120.0,1,Low Value
14260,824.28,3,Low Value
14261,1163.45,2,Low Value
14262,2618.23,8,Medium Value
14263,322.93,1,Low Value
14264,1517.3600000000001,6,Low Value
14265,1373.35,4,Low Value
14266,40.56,1,Low Value
14267,1516.24,3,Low Value
14268,354.85,1,Low Value
14269,295.73,1,Low Value
14270,492.65000000000003,1,Low Value
14271,214.18,2,Low Value
14272,920.81,4,Low Value
14273,559.97,4,Low Value
14274,256.6,1,Low Value
14275,1189.3799999999999,6,Low Value
14276,2102.68,7,Low Value
14277,17197.61,9,High Value
14278,205.83,1,Low Value
14279,191.86,2,Low Value
14280,134.04,1,Low Value
14281,245.15,1,Low Value
14282,7250.76,25,High Value
14283,628.4399999999999,4,Low Value
14284,1299.65,3,Low Value
14285,3284.42,8,Medium Value
14286,8479.76,7,High Value
14287,176.63,3,Low Value
14288,426.6,1,Low Value
14289,911.26,6,Low Value
14290,4516.56,8,Medium Value
14291,7904.1,23,High Value
14292,9226.25,16,High Value
14293,2903.01,9,Medium Value
14294,375.34,1,Low Value
14295,2362.91,5,Medium Value
14296,456.40000000000003,2,Low Value
14297,1305.33,4,Low Value
14298,91194.49,82,High Value
14299,14070.25,27,High Value
14300,43.2,1,Low Value
14301,1992.18,4,Low Value
14302,742.9000000000001,3,Low Value
14303,277.94,2,Low Value
14304,1725.01,3,Low Value
14305,1858.96,3,Low Value
14306,3151.4,6,Medium Value
14307,4287.92,10,Medium Value
14308,1147.02,2,Low Value
14309,3780.81,11,Medium Value
14310,492.1,1,Low Value
14311,516.45,2,Low Value
14312,3090.29,11,Medium Value
14314,229.8,2,Low Value
14315,3197.82,8,Medium Value
14316,1370.34,5,Low Value
14317,508.58000000000004,1,Low Value
14318,158.02,1,Low Value
14319,494.85,1,Low Value
14320,1346.75,5,Low Value
14321,2218.06,7,Low Value
14322,474.1,4,Low Value
14323,605.0600000000001,2,Low Value
14324,701.61,2,Low Value
14325,245.48000000000002,1,Low Value
14326,940.98,3,Low Value
14327,1894.93,6,Low Value
14328,445.05,1,Low Value
14329,9887.62,15,High Value
14330,200.63,1,Low Value
14331,462.65999999999997,2,Low Value
14332,1917.41,5,Low Value
14333,415.2,1,Low Value
14334,4318.48,12,Medium Value
14335,454.86,2,Low Value
14336,1614.91,4,Low Value
14338,928.1,3,Low Value
14339,620.27,2,Low Value
14340,134.7,1,Low Value
14341,4452.02,18,Medium Value
14342,918.44,6,Low Value
14343,1079.66,4,Low Value
14344,2993.05,20,Medium Value
14345,108.97999999999999,1,Low Value
14346,2315.75,5,Medium Value
14347,82.6,1,Low Value
14348,409.57,1,Low Value
14349,133.5,1,Low Value
14350,972.03,3,Low Value
14351,51.0,1,Low Value
14352,1078.96,4,Low Value
14353,376.5,3,Low Value
14354,163.62,2,Low Value
14355,840.0500000000001,3,Low Value
14356,701.23,2,Low Value
14357,225.12,1,Low Value
14358,400.06,2,Low Value
14359,912.18,3,Low Value
14360,2118.03,4,Low Value
14361,214.70999999999998,1,Low Value
14362,151.5,1,Low Value
14363,227.47000000000003,2,Low Value
14364,3717.35,8,Medium Value
14365,634.68,2,Low Value
14366,136.0,1,Low Value
14367,9227.82,16,High Value
14368,155.0,1,Low Value
14369,469.13,2,Low Value
14370,1175.78,6,Low Value
14371,100.5,1,Low Value
14372,860.08,2,Low Value
14373,76.55,1,Low Value
14374,108.0,1,Low Value
14375,1106.82,3,Low Value
14376,215.46,1,Low Value
14377,617.05,2,Low Value
14378,131.25,1,Low Value
14379,1265.16,4,Low Value
14380,48.96,1,Low Value
14381,625.9399999999999,2,Low Value
14382,1193.6299999999999,2,Low Value
14383,1247.69,3,Low Value
14384,58.5,1,Low Value
14385,202.11,3,Low Value
14386,142.4,1,Low Value
14387,1727.6,3,Low Value
14388,6388.2,16,High Value
14389,1898.01,5,Low Value
14390,6150.03,13,High Value
14391,135.6,1,Low Value
14392,266.4,1,Low Value
14393,67.95,1,Low Value
14394,93.8,1,Low Value
14395,7801.93,20,High Value
14396,1969.38,7,Low Value
14397,2612.96,19,Medium Value
14398,707.79,2,Low Value
14399,2108.21,8,Low Value
14400,1732.47,3,Low Value
14401,6795.9,22,High Value
14402,285.6,1,Low Value
14403,1880.51,6,Low Value
14404,2724.13,13,Medium Value
14405,195.0,1,Low Value
14406,156.75,1,Low Value
14407,2157.73,6,Low Value
14408,4102.27,11,Medium Value
14409,3427.29,9,Medium Value
14410,2631.9,11,Medium Value
14411,1063.0,1,Low Value
14412,1426.19,3,Low Value
14413,764.52,4,Low Value
14414,2399.33,8,Medium Value
14415,11980.09,23,High Value
14416,490.22,2,Low Value
14417,524.65,1,Low Value
14418,1937.25,3,Low Value
14419,1254.64,7,Low Value
14420,1639.17,4,Low Value
14421,2469.37,6,Medium Value
14422,10271.52,19,High Value
14423,916.6099999999999,3,Low Value
14424,322.08,1,Low Value
14425,661.39,3,Low Value
14426,11727.94,17,High Value
14427,1263.52,4,Low Value
14428,1224.06,5,Low Value
14429,516.28,1,Low Value
14430,1220.9,3,Low Value
14431,2614.2,4,Medium Value
14432,2248.5,6,Medium Value
14433,280.7,1,Low Value
14434,1372.8,6,Low Value
14435,90.42,1,Low Value
14436,271.70000000000005,2,Low Value
14437,873.34,5,Low Value
14438,131.9,1,Low Value
14439,9443.04,5,High Value
14440,5982.03,13,High Value
14441,4611.6900000000005,11,Medium Value
14442,5367.0199999999995,7,Medium Value
14443,2082.97,5,Low Value
14444,120.44,1,Low Value
14445,221.65,1,Low Value
14446,1200.28,5,Low Value
14447,1711.73,6,Low Value
14448,375.35,2,Low Value
14449,2230.96,8,Low Value
14450,1128.44,7,Low Value
14451,3258.68,12,Medium Value
14452,658.95,4,Low Value
14453,119.93,1,Low Value
14454,977.3,5,Low Value
14455,617.72,4,Low Value
14456,3017.28,9,Medium Value
14457,113.64,1,Low Value
14458,228.07,1,Low Value
14459,5375.741,2,Medium Value
14460,1093.5,9,Low Value
14461,6676.91,13,High Value
14462,2242.81,12,Low Value
14463,786.5699999999999,4,Low Value
14464,111.0,2,Low Value
14465,3925.85,11,Medium Value
14466,4267.15,13,Medium Value
14467,2203.2400000000002,12,Low Value
14468,204.24,1,Low Value
14469,2093.46,4,Low Value
14470,712.04,3,Low Value
14471,400.95,2,Low Value
14472,2118.72,9,Low Value
14473,234.34000000000003,2,Low Value
14474,1258.8899999999999,2,Low Value
14475,1151.15,4,Low Value
14476,193.0,1,Low Value
14477,1969.6,7,Low Value
14478,1276.66,4,Low Value
14479,1124.71,4,Low Value
14480,1299.52,4,Low Value
14481,2284.69,5,Medium Value
14482,4306.72,12,Medium Value
14483,257.1,2,Low Value
14484,1070.98,4,Low Value
14485,162.8,1,Low Value
14486,175.5,2,Low Value
14487,1266.27,7,Low Value
14488,1064.28,1,Low Value
14489,1574.93,4,Low Value
14490,1273.47,2,Low Value
14491,340.93,2,Low Value
14492,1921.91,7,Low Value
14493,5087.86,10,Medium Value
14494,401.46,3,Low Value
14495,174.8,3,Low Value
14496,2363.89,7,Medium Value
14497,697.0600000000001,2,Low Value
14498,3900.83,10,Medium Value
14499,2101.79,7,Low Value
14500,356.85,3,Low Value
14501,251.21,2,Low Value
14502,2429.83,11,Medium Value
14503,3543.26,6,Medium Value
14504,673.26,4,Low Value
14505,11879.08,19,High Value
14506,2960.25,7,Medium Value
14507,3216.7400000000002,11,Medium Value
14508,822.92,5,Low Value
14509,110.95,1,Low Value
14510,979.85,3,Low Value
14511,1314.81,5,Low Value
14512,1215.97,7,Low Value
14513,788.01,6,Low Value
14514,4380.04,9,Medium Value
14515,3724.06,12,Medium Value
14516,151.17,1,Low Value
14517,330.45,2,Low Value
14518,174.37,1,Low Value
14519,203.14,2,Low Value
14520,270.6,2,Low Value
14521,199.45000000000002,1,Low Value
14522,1748.42,8,Low Value
14523,241.09,1,Low Value
14524,2909.86,13,Medium Value
14525,8026.54,17,High Value
14526,258.65,1,Low Value
14527,27246.88,122,High Value
14528,364.21999999999997,1,Low Value
14529,578.61,3,Low Value
14530,6088.87,16,High Value
14531,376.34,1,Low Value
14532,3845.78,11,Medium Value
14533,3466.37,11,Medium Value
14534,6187.66,26,High Value
14535,5973.2300000000005,9,High Value
14536,170.95,1,Low Value
14537,641.4,2,Low Value
14538,1370.8400000000001,5,Low Value
14539,537.48,2,Low Value
14540,3709.64,11,Medium Value
14541,2491.38,14,Medium Value
14542,103.25,1,Low Value
14543,14587.87,39,High Value
14544,2938.53,3,Medium Value
14545,349.25,1,Low Value
14546,5184.84,11,Medium Value
14547,3974.75,8,Medium Value
14548,2541.29,9,Medium Value
14549,913.6,4,Low Value
14550,1345.06,4,Low Value
14551,878.09,7,Low Value
14552,507.93,3,Low Value
14553,1818.6,9,Low Value
14554,2279.4900000000002,4,Medium Value
14555,2304.03,6,Medium Value
14556,815.69,3,Low Value
14557,788.38,1,Low Value
14558,655.5,3,Low Value
14559,75.6,1,Low Value
14560,6114.03,44,High Value
14561,1080.76,3,Low Value
14562,6638.150000000001,26,High Value
14563,640.54,2,Low Value
14564,2605.62,2,Medium Value
14565,3859.2200000000003,5,Medium Value
14566,4092.0,4,Medium Value
14567,1530.3600000000001,2,Low Value
14568,919.7,1,Low Value
14569,597.3299999999999,4,Low Value
14570,613.75,3,Low Value
14571,160.0,1,Low Value
14572,5526.88,11,High Value
14573,2163.12,13,Low Value
14574,143.70000000000002,1,Low Value
14575,420.22,1,Low Value
14576,35.400000000000006,1,Low Value
14577,1364.15,7,Low Value
14578,168.63,1,Low Value
14579,105.56,1,Low Value
14580,14.850000000000001,1,Low Value
14581,409.65,2,Low Value
14582,114.11,1,Low Value
14583,1660.29,8,Low Value
14584,1738.16,8,Low Value
14585,1143.27,5,Low Value
14586,237.36,1,Low Value
14587,1580.29,9,Low Value
14588,135.39,1,Low Value
14589,39.75,1,Low Value
14590,2993.37,20,Medium Value
14591,1320.21,4,Low Value
14592,557.94,3,Low Value
14593,3665.5299999999997,12,Medium Value
14594,363.33,2,Low Value
14595,2164.45,8,Low Value
14596,222.22000000000003,1,Low Value
14597,2184.63,6,Low Value
14598,384.04,2,Low Value
14599,457.89,2,Low Value
14600,865.1700000000001,2,Low Value
14601,213.96,1,Low Value
14602,205.35999999999999,1,Low Value
14603,660.0,1,Low Value
14604,143.85999999999999,1,Low Value
14605,921.5600000000001,4,Low Value
14606,29951.37,192,High Value
14607,23763.13,22,High Value
14608,3352.94,11,Medium Value
14609,1486.2,10,Low Value
14610,24.35,2,Low Value
14611,604.3299999999999,2,Low Value
14612,877.7,1,Low Value
14613,76.32000000000001,1,Low Value
14614,295.13,1,Low Value
14615,951.76,5,Low Value
14616,527.78,5,Low Value
14617,190.47000000000003,2,Low Value
14618,1342.32,7,Low Value
14619,1291.24,2,Low Value
14620,412.78000000000003,2,Low Value
14621,3000.57,9,Medium Value
14622,320.58000000000004,1,Low Value
14623,2016.98,10,Low Value
14624,814.07,6,Low Value
14625,4497.88,11,Medium Value
14626,5410.92,11,Medium Value
14627,462.75,1,Low Value
14628,1998.0,5,Low Value
14629,955.26,2,Low Value
14630,338.65,1,Low Value
14631,2025.69,6,Low Value
14632,114.56,1,Low Value
14633,344.90000000000003,1,Low Value
14634,2124.46,4,Low Value
14635,215.22,1,Low Value
14636,609.85,2,Low Value
14637,106.67999999999999,1,Low Value
14638,443.6,1,Low Value
14639,4978.96,9,Medium Value
14640,3649.36,10,Medium Value
14641,110.46,1,Low Value
14642,96.12,1,Low Value
14643,1679.89,5,Low Value
14644,2247.72,7,Low Value
14645,876.89,3,Low Value
14646,528602.52,151,High Value
14647,506.04,2,Low Value
14648,4466.65,15,Medium Value
14649,3651.19,9,Medium Value
14650,62.5,1,Low Value
14651,2025.52,9,Low Value
14652,114.18,1,Low Value
14653,3593.06,12,Medium Value
14654,246.86,1,Low Value
14655,3878.51,7,Medium Value
14656,790.0,5,Low Value
14657,1450.19,6,Low Value
14658,247.15,2,Low Value
14659,2529.93,9,Medium Value
14660,285.74,2,Low Value
14661,107.95,1,Low Value
14662,1376.43,7,Low Value
14663,490.6,2,Low Value
14664,636.24,2,Low Value
14665,2749.65,7,Medium Value
14666,195.25,1,Low Value
14667,20395.34,54,High Value
14668,111.63,1,Low Value
14669,3216.78,7,Medium Value
14670,583.33,3,Low Value
14671,1127.45,2,Low Value
14672,1113.14,4,Low Value
14673,3037.32,7,Medium Value
14674,173.66,1,Low Value
14675,1015.58,2,Low Value
14676,8356.79,12,High Value
14677,184.91,1,Low Value
14678,403.39,1,Low Value
14679,1289.44,3,Low Value
14680,55688.5,58,High Value
14681,875.1500000000001,6,Low Value
14682,1514.81,6,Low Value
14683,146.56,1,Low Value
14684,1430.03,6,Low Value
14685,4536.64,8,Medium Value
14686,852.53,5,Low Value
14687,1402.06,3,Low Value
14688,7190.42,28,High Value
14689,112.8,1,Low Value
14690,777.68,4,Low Value
14691,2114.33,5,Low Value
14692,1715.1399999999999,12,Low Value
14693,1165.36,7,Low Value
14694,244.31,1,Low Value
14695,1534.22,3,Low Value
14696,2473.28,8,Medium Value
14697,188.60999999999999,2,Low Value
14698,1217.27,5,Low Value
14699,702.6,4,Low Value
14700,3076.06,5,Medium Value
14701,4487.11,15,Medium Value
14702,6368.78,29,High Value
14703,318.17,1,Low Value
14704,1752.92,11,Low Value
14705,179.0,1,Low Value
14706,367.54,1,Low Value
14707,139.2,2,Low Value
14708,1793.22,5,Low Value
14709,8886.33,25,High Value
14710,1899.79,13,Low Value
14711,2839.62,11,Medium Value
14712,1328.0700000000002,4,Low Value
14713,5115.76,21,Medium Value
14714,906.24,4,Low Value
14715,1825.45,8,Low Value
14716,543.28,3,Low Value
14717,81.3,1,Low Value
14718,226.42,1,Low Value
14719,1581.84,5,Low Value
14720,663.81,3,Low Value
14721,109.07,1,Low Value
14722,489.52,3,Low Value
14723,1803.06,11,Low Value
14724,341.9,1,Low Value
14725,1252.74,4,Low Value
14726,116.5,1,Low Value
14727,463.72999999999996,3,Low Value
14728,190.58,1,Low Value
14729,586.24,3,Low Value
14730,1897.57,8,Low Value
14731,380.02,3,Low Value
14732,5517.07,19,High Value
14733,14335.15,15,High Value
14734,1056.42,4,Low Value
14735,12240.16,56,High Value
14736,374.05,2,Low Value
14737,3554.17,4,Medium Value
14738,1821.9,9,Low Value
14739,11573.62,25,High Value
14740,4161.06,11,Medium Value
14741,1713.09,7,Low Value
14742,579.85,1,Low Value
14743,50.48,1,Low Value
14744,3660.08,14,Medium Value
14745,2551.41,12,Medium Value
14746,593.5,4,Low Value
14747,328.2,1,Low Value
14748,2681.9,10,Medium Value
14749,310.15,1,Low Value
14750,112.03,1,Low Value
14751,126.45,2,Low Value
14752,389.64,1,Low Value
14753,869.51,2,Low Value
14754,1547.93,6,Low Value
14755,9972.550000000001,25,High Value
14756,2653.76,3,Medium Value
14757,420.5,1,Low Value
14758,2864.97,7,Medium Value
14759,1625.97,3,Low Value
14760,89.2,1,Low Value
14761,447.92,3,Low Value
14762,417.57,2,Low Value
14764,278.3,1,Low Value
14765,254.11,3,Low Value
14766,6375.7300000000005,11,High Value
14767,382.81,1,Low Value
14768,192.60000000000002,2,Low Value
14769,15514.11,17,High Value
14770,3637.64,8,Medium Value
14771,594.62,2,Low Value
14772,139.26,1,Low Value
14773,140.55,1,Low Value
14774,241.45,1,Low Value
14775,1011.9,3,Low Value
14776,3708.3,15,Medium Value
14777,307.56,1,Low Value
14778,730.86,2,Low Value
14779,386.15,3,Low Value
14780,447.68,2,Low Value
14782,200.10000000000002,1,Low Value
14783,307.3,1,Low Value
14784,449.93,3,Low Value
14785,77.4,2,Low Value
14786,90.96,1,Low Value
14787,110.65,1,Low Value
14788,1156.32,3,Low Value
14789,197.64,1,Low Value
14790,2526.62,10,Medium Value
14791,303.63,1,Low Value
14792,6.2,1,Low Value
14793,625.9,2,Low Value
14794,1953.9,10,Low Value
14795,131.45000000000002,1,Low Value
14796,10169.33,27,High Value
14797,300.31,1,Low Value
14798,724.31,8,Low Value
14799,338.15,2,Low Value
14800,7191.33,17,High Value
14801,189.34,1,Low Value
14802,1502.98,2,Low Value
14803,845.55,3,Low Value
14804,353.27,1,Low Value
14805,1082.55,7,Low Value
14806,303.43,2,Low Value
14807,504.14,2,Low Value
14808,2718.6,8,Medium Value
14809,686.76,2,Low Value
14810,2354.03,13,Medium Value
14811,170.5,1,Low Value
14812,178.85,1,Low Value
14813,888.91,4,Low Value
14814,154.21,1,Low Value
14815,778.5,2,Low Value
14816,271.85,1,Low Value
14817,3959.86,7,Medium Value
14818,1153.56,6,Low Value
14819,456.41,4,Low Value
14820,1274.76,9,Low Value
14821,1230.15,7,Low Value
14822,157.70000000000002,1,Low Value
14823,321.43,3,Low Value
14824,4022.9100000000003,10,Medium Value
14825,4735.08,24,Medium Value
14826,385.2,2,Low Value
14828,9839.460000000001,13,High Value
14829,1455.8700000000001,7,Low Value
14830,188.88,1,Low Value
14831,1676.57,3,Low Value
14832,322.69,1,Low Value
14833,94.8,1,Low Value
14834,2206.16,7,Low Value
14835,297.0,2,Low Value
14836,102.44999999999999,3,Low Value
14837,3460.32,9,Medium Value
14838,769.9200000000001,2,Low Value
14839,915.28,3,Low Value
14840,362.71,2,Low Value
14841,7163.0,14,High Value
14842,2824.69,4,Medium Value
14843,211.79999999999998,1,Low Value
14844,6702.43,10,High Value
14845,150.0,1,Low Value
14846,437.4,1,Low Value
14847,1348.95,3,Low Value
14848,310.56,1,Low Value
14849,15407.61,43,High Value
14850,1770.96,7,Low Value
14851,829.4100000000001,3,Low Value
14852,6132.43,18,High Value
14853,1376.87,5,Low Value
14854,4303.06,11,Medium Value
14855,6520.3,7,High Value
14856,1290.53,3,Low Value
14857,3651.851,7,Medium Value
14858,180.75,1,Low Value
14859,1705.64,5,Low Value
14860,170.32,1,Low Value
14861,1380.73,10,Low Value
14862,841.1999999999999,2,Low Value
14863,266.76,1,Low Value
14865,92.52000000000001,4,Low Value
14866,20746.54,19,High Value
14867,2952.06,16,Medium Value
14868,4184.01,12,Medium Value
14869,2778.14,6,Medium Value
14870,1838.95,6,Low Value
14871,1228.17,9,Low Value
14872,816.6,3,Low Value
14873,854.13,2,Low Value
14874,116.18,1,Low Value
14875,2862.4,3,Medium Value
14876,256.7,2,Low Value
14877,425.85,2,Low Value
14878,4076.5,25,Medium Value
14879,185.06,1,Low Value
14880,690.59,3,Low Value
14881,255.4,1,Low Value
14882,3546.65,14,Medium Value
14883,761.59,6,Low Value
14884,120.6,1,Low Value
14885,1598.12,3,Low Value
14886,364.8,1,Low Value
14887,1862.0,1,Low Value
14888,369.2,1,Low Value
14889,135.9,1,Low Value
14890,817.25,3,Low Value
14891,1106.73,4,Low Value
14892,202.35000000000002,1,Low Value
14893,1809.6100000000001,3,Low Value
14894,1492.81,3,Low Value
14895,25119.54,38,High Value
14896,1826.0,8,Low Value
14897,3140.54,8,Medium Value
14898,3365.95,14,Medium Value
14899,1331.38,1,Low Value
14900,13.919999999999998,1,Low Value
14901,1919.0,12,Low Value
14902,1035.6200000000001,3,Low Value
14903,2795.33,5,Medium Value
14904,1630.49,4,Low Value
14905,1971.39,8,Low Value
14906,68.44,1,Low Value
14907,5547.72,16,High Value
14908,381.9,2,Low Value
14909,1404.68,3,Low Value
14910,434.35,4,Low Value
14911,291420.81,398,High Value
14912,1889.25,6,Low Value
14913,4073.13,8,Medium Value
14915,1811.25,11,Low Value
14916,3042.95,8,Medium Value
14917,1123.75,2,Low Value
14918,5955.81,9,High Value
14919,359.35,1,Low Value
14920,1607.17,3,Low Value
14921,1316.07,2,Low Value
14922,843.74,2,Low Value
14923,749.1,1,Low Value
14924,931.01,3,Low Value
14926,359.4,2,Low Value
14927,308.2,1,Low Value
14928,223.91000000000003,1,Low Value
14929,836.69,2,Low Value
14930,5236.7300000000005,6,Medium Value
14931,1257.68,5,Low Value
14932,666.13,2,Low Value
14933,1770.0,4,Low Value
14934,3503.5,5,Medium Value
14935,2849.83,2,Medium Value
14936,12410.81,12,High Value
14937,1621.88,3,Low Value
14938,2322.43,2,Medium Value
14940,531.49,2,Low Value
14941,182.1,1,Low Value
14942,746.56,4,Low Value
14943,107.62,1,Low Value
14944,9784.67,19,High Value
14945,179.4,1,Low Value
14946,100.9,1,Low Value
14947,1049.79,6,Low Value
14948,1101.97,6,Low Value
14949,515.0,4,Low Value
14950,371.2,1,Low Value
14951,311.69,1,Low Value
14952,17629.35,32,High Value
14953,971.32,4,Low Value
14954,462.12,2,Low Value
14955,163.77,1,Low Value
14956,1325.0,1,Low Value
14957,261.69,2,Low Value
14958,941.99,6,Low Value
14959,695.42,4,Low Value
14960,221.27,2,Low Value
14961,16410.15,22,High Value
14962,366.91,4,Low Value
14963,3123.57,12,Medium Value
14964,206.21,1,Low Value
14965,596.09,2,Low Value
14966,1064.26,6,Low Value
14967,1982.6100000000001,6,Low Value
14968,501.24,2,Low Value
14969,906.23,1,Low Value
14970,4919.35,12,Medium Value
14971,1097.98,3,Low Value
14972,145.07,2,Low Value
14973,1314.45,3,Low Value
14974,89.94,1,Low Value
14975,472.39,2,Low Value
14976,790.86,7,Low Value
14977,31.929999999999996,1,Low Value
14978,3112.19,10,Medium Value
14979,429.66,1,Low Value
14980,150.68,1,Low Value
14981,372.92,2,Low Value
14982,237.78,1,Low Value
14983,183.20000000000002,1,Low Value
14984,1260.51,6,Low Value
14985,292.01,2,Low Value
14986,563.1,2,Low Value
14987,1550.6499999999999,8,Low Value
14988,2038.65,7,Low Value
14989,342.4,1,Low Value
14990,304.17,2,Low Value
14991,314.67,1,Low Value
14992,210.5,1,Low Value
14993,36.13,1,Low Value
14994,946.72,5,Low Value
14995,231.98000000000002,2,Low Value
14996,442.28999999999996,2,Low Value
14997,776.5999999999999,4,Low Value
14998,753.18,4,Low Value
14999,129.48000000000002,1,Low Value
15000,490.52,1,Low Value
15001,199.10999999999999,2,Low Value
15002,4138.08,9,Medium Value
15003,1027.03,6,Low Value
15004,1220.77,1,Low Value
15005,13754.58,56,High Value
15006,757.78,2,Low Value
15007,156.91,1,Low Value
15008,360.0,2,Low Value
15009,1259.43,3,Low Value
15010,308.94,1,Low Value
15011,416.6,2,Low Value
15012,646.26,3,Low Value
15013,1610.82,10,Low Value
15014,257.67,2,Low Value
15015,2354.97,13,Medium Value
15016,620.89,5,Low Value
15017,125.58,1,Low Value
15018,496.21000000000004,3,Low Value
15019,252.81,1,Low Value
15020,198.47,1,Low Value
15021,2500.59,12,Medium Value
15022,1133.44,5,Low Value
15023,11578.65,20,High Value
15024,3559.39,16,Medium Value
15025,979.79,2,Low Value
15026,1048.8899999999999,5,Low Value
15027,3195.6,10,Medium Value
15028,962.94,6,Low Value
15029,365.1,1,Low Value
15030,1979.91,8,Low Value
15031,3102.94,14,Medium Value
15032,11010.05,8,High Value
15033,2557.18,10,Medium Value
15034,8231.2,14,High Value
15035,252.73000000000002,1,Low Value
15036,429.56,3,Low Value
15037,397.76,2,Low Value
15038,1146.53,9,Low Value
15039,39141.48,93,High Value
15040,7.49,1,Low Value
15041,289.4,2,Low Value
15042,315.45,2,Low Value
15043,2870.3199999999997,6,Medium Value
15044,16024.15,35,High Value
15045,735.66,2,Low Value
15046,7623.79,25,High Value
15047,343.62,1,Low Value
15048,381.0,4,Low Value
15049,121.17000000000002,1,Low Value
15050,4087.19,5,Medium Value
15051,3926.91,9,Medium Value
15052,207.73000000000002,1,Low Value
15053,693.95,3,Low Value
15054,302.1,2,Low Value
15055,549.12,3,Low Value
15056,113.64999999999999,1,Low Value
15057,3255.96,5,Medium Value
15058,3387.58,16,Medium Value
15059,3491.2,19,Medium Value
15060,294.25,4,Low Value
15061,126389.02,127,High Value
15062,2585.62,8,Medium Value
15063,370.79999999999995,1,Low Value
15064,1254.41,4,Low Value
15065,3326.86,5,Medium Value
15066,893.59,1,Low Value
15067,3862.88,5,Medium Value
15068,1174.9,4,Low Value
15069,1109.53,1,Low Value
15070,737.0500000000001,3,Low Value
15071,1455.56,4,Low Value
15072,187.51999999999998,1,Low Value
15073,2788.02,8,Medium Value
15074,1553.1299999999999,3,Low Value
15075,773.03,1,Low Value
15076,1447.74,3,Low Value
15077,2428.08,2,Medium Value
15078,17286.73,53,High Value
15079,3625.4,11,Medium Value
15080,546.25,2,Low Value
15081,1854.57,12,Low Value
15082,93.35000000000001,1,Low Value
15083,88.2,1,Low Value
15084,965.2,2,Low Value
15085,347.54,1,Low Value
15086,218.53,2,Low Value
15087,306.94,1,Low Value
15088,1160.07,2,Low Value
15089,2420.84,6,Medium Value
15090,381.32,1,Low Value
15091,1046.6100000000001,3,Low Value
15092,776.46,3,Low Value
15093,13702.38,23,High Value
15094,83.0,2,Low Value
15095,3141.64,10,Medium Value
15096,219.39000000000001,1,Low Value
15097,908.35,3,Low Value
15098,39916.5,3,High Value
15099,410.48,1,Low Value
15100,2193.8999999999996,7,Low Value
15101,1477.94,6,Low Value
15102,554.67,2,Low Value
15103,703.36,2,Low Value
15104,993.54,2,Low Value
15105,3094.91,9,Medium Value
15106,1422.52,5,Low Value
15107,824.35,9,Low Value
15108,1300.25,4,Low Value
15109,983.1,3,Low Value
15110,1505.8500000000001,6,Low Value
15111,2442.37,5,Medium Value
15112,209.4,1,Low Value
15113,3509.43,3,Medium Value
15114,3400.12,12,Medium Value
15115,531.85,2,Low Value
15116,1352.75,4,Low Value
15117,2485.9700000000003,8,Medium Value
15118,244.8,1,Low Value
15119,266.4,1,Low Value
15120,358.82,1,Low Value
15121,457.72,2,Low Value
15122,4487.27,11,Medium Value
15123,4656.17,5,Medium Value
15124,450.82,4,Low Value
15125,17024.87,24,High Value
15126,449.49,2,Low Value
15127,711.5,2,Low Value
15128,1783.68,5,Low Value
15129,6860.18,23,High Value
15130,330.11,1,Low Value
15131,80.28,1,Low Value
15132,977.9300000000001,5,Low Value
15133,1806.9,5,Low Value
15134,1596.29,10,Low Value
15135,305.68,2,Low Value
15136,1286.7,4,Low Value
15137,823.4,2,Low Value
15138,502.52,1,Low Value
15139,178.96,2,Low Value
15140,3243.69,8,Medium Value
15141,1388.47,7,Low Value
15142,2619.92,6,Medium Value
15143,563.63,2,Low Value
15144,12160.31,29,High Value
15145,1194.73,4,Low Value
15146,1327.16,2,Low Value
15147,623.5,1,Low Value
15148,301.29,1,Low Value
15149,1554.6100000000001,5,Low Value
15150,8977.94,13,High Value
15151,2085.61,2,Low Value
15152,5263.83,14,Medium Value
15153,329.25,1,Low Value
15154,1343.72,3,Low Value
15155,383.96999999999997,1,Low Value
15156,961.49,3,Low Value
15157,2654.11,5,Medium Value
15158,606.02,2,Low Value
15159,22116.73,34,High Value
15160,589.27,4,Low Value
15161,119.92,1,Low Value
15162,312.9,1,Low Value
15163,304.47,2,Low Value
15164,2028.1100000000001,9,Low Value
15165,487.75,1,Low Value
15166,167.16,1,Low Value
15167,1627.62,5,Low Value
15168,106.56,1,Low Value
15169,569.22,2,Low Value
15170,81.15,1,Low Value
15171,1289.5,1,Low Value
15172,1624.05,5,Low Value
15173,1494.6,7,Low Value
15174,481.46,2,Low Value
15175,224.14,1,Low Value
15176,988.04,1,Low Value
